"h_1","h_3","h_6","h_9","h_12","h_24"
6.40769797374988,6.3556953709905,6.32506730758241,6.30765166557349,6.32544674845039,6.37718857391034
6.07612852008738,5.92590234015225,5.79870936584723,5.75794054298859,5.82125931292595,6.04061045027247
6.01340759597053,5.89213095352519,5.82745760719548,5.83390013532144,5.89526046046066,6.1374551206313
6.05015313564397,5.98699405154053,5.95678576008918,5.97678471901175,6.08772645644494,6.29301826591816
5.95504354450156,5.92158636624616,5.88449827385982,5.95543005384962,6.02456520871406,6.24978297658775
5.89588588270462,5.85636365902859,5.84936489846231,5.89017953939455,5.96424743869624,6.19396972800362
5.78262721715553,5.71788481429413,5.69946816922871,5.73720442248954,5.83725061619755,6.11617596645677
5.56474169241094,5.46198107903118,5.40466417098162,5.44748949910108,5.56423047982818,5.93624951223781
5.44490465219952,5.34695639172121,5.32014565096664,5.38220629478925,5.50429450006372,5.9163079647857
5.55215156949921,5.53492544002226,5.59393159163261,5.69205581669886,5.82849408094098,6.1721712470313
5.39170625781658,5.36673902636808,5.36834754183132,5.46919288642356,5.61411552557323,6.01009936064991
5.37724604289165,5.38133799991332,5.45064863654028,5.57191392733301,5.67163268763267,6.05249558446558
5.81123354494688,5.96268259864378,6.18911941607151,6.32818908905804,6.45287606007002,6.62317533560832
5.66882977474435,5.77851654675758,5.85960752673743,5.99709375158179,6.11615148458666,6.34339996296534
5.64372191975059,5.72602976806105,5.85127054268178,5.98682542191785,6.01495228483698,6.24514387142456
5.76998439880601,5.83851631520627,5.98511305978569,6.03763725621119,6.16120959124319,6.34716469839422
5.70155579494359,5.76562954994145,5.83970251391655,5.96251601660601,6.05798029676778,6.27080498725282
5.63847264501169,5.6740799492593,5.74137894743355,5.83342990242592,5.90858554471201,6.139551643488
5.52283960052277,5.50692262260055,5.55244712814382,5.61412871422985,5.70891996370988,5.99698923505464
5.58471528808699,5.60460196297537,5.68833245644114,5.78039676078772,5.88317757264417,6.1393234977714
5.60641327380464,5.65610497976543,5.73215667072957,5.83453717686558,5.94748589295865,6.17609033047716
5.61725091324383,5.68088459228158,5.77049044390546,5.88524918161374,5.96020969449693,6.16806772492285
5.54355415025238,5.56504724223219,5.63241301272903,5.69858089226674,5.79640142121076,6.0314590032172
5.50190725687179,5.5142771279522,5.57786841698529,5.66282084846929,5.75642417373833,6.01056439343256
5.60510560790801,5.65988124458932,5.76046986672776,5.85988732525859,5.96631985322761,6.16330148604787
5.62145281817323,5.6943568262326,5.77883995065324,5.89280015689764,5.98367965983668,6.15932673046992
5.34194131772235,5.31073065832034,5.30858973606867,5.37219056866029,5.4586194050271,5.7586416924059
5.48027076387141,5.4930011181797,5.60423286395043,5.69582321695361,5.77508801409001,6.01303042931216
5.1272171355927,5.03246411144577,4.97777197337677,5.00645726282279,5.18352477595115,5.57771926278772
5.1107727604576,5.07810581412134,5.1294703231722,5.27041271610814,5.33773664384358,5.7292784019035
5.22390666112764,5.23474343643208,5.32232301488299,5.3831417825364,5.56632116194266,5.87455447224016
5.3556809124006,5.47533295271265,5.61011178428945,5.80238964688413,5.88956888515551,6.13088038182869
5.48663544594477,5.62156836261665,5.77709630374646,5.89317524089925,5.9895717345494,6.13887134506425
5.35689131253631,5.42501183000176,5.52038748437613,5.62788977193049,5.68711779239169,5.90351158949384
5.24555262942744,5.24385668327444,5.31142222679541,5.36590887418535,5.45839705695001,5.73104879193809
5.18890527327777,5.17666060973668,5.23075989505811,5.3084349813369,5.42204491646099,5.73023111373348
5.09232662020146,5.07534474448145,5.10429972694746,5.18900932238838,5.31442236411933,5.65325497037188
4.88984192837986,4.83246346063161,4.83115753009799,4.90808037797254,5.02394338681847,5.43856166364894
4.96937781192001,4.96354587598069,5.04738166123531,5.14713786672008,5.27026338833425,5.63632961987144
4.90054921347401,4.90282087660187,4.9477697791589,5.04864792372037,5.20417436638405,5.58790716251568
4.78601348236308,4.78577685845404,4.83372142055606,4.96056038778481,5.06731783421072,5.48124068712517
4.91124339426491,4.95364040608904,5.0823343898667,5.19062066056283,5.32233967807986,5.66098855779584
4.71950737729761,4.7142607118886,4.7525874930547,4.85164936085015,5.00599117830781,5.42400574011046
4.58737976480203,4.56222482548616,4.61357641868681,4.72913802373616,4.84533415038153,5.30244380596171
4.69668738265691,4.72021901332305,4.83905934638009,4.9476715047508,5.11045591188577,5.50679515244607
4.59903676298185,4.6268852829942,4.69030781073968,4.8311165836804,4.99205150571506,5.42129931080989
4.60745740817431,4.65478760836899,4.76818596002721,4.9202415466586,5.03484210231748,5.43209884930528
4.73281477684341,4.8154709120081,4.97675750718273,5.11070253435757,5.25272389361711,5.5819093372763
4.34273281031093,4.2965224934727,4.2981808009115,4.39438441109556,4.54645208656987,5.04221911942254
4.3635957415093,4.35085261668467,4.46105150461273,4.59203867151975,4.70396082305225,5.17881999529934
4.50394021565832,4.55814838157766,4.69687546177021,4.81418788129979,5.01960411501932,5.42560915351302
4.4920348053163,4.58938377351894,4.71167854280058,4.9154947512678,5.04506319453431,5.4435847087094
4.56786087590692,4.67457453922575,4.8438395716512,4.98628343968045,5.09833217551753,5.41954106549182
4.64795613352903,4.7592048682167,4.9378263453599,5.07657409796874,5.19785220250101,5.49394020305234
4.5534121879745,4.61908267972531,4.729758132377,4.85350737344707,4.98329186058106,5.31895329635269
4.429163753634,4.44642985620453,4.53447755604748,4.65025096949519,4.75736685170881,5.14257363539124
4.41306375616907,4.4269778560849,4.52584893602986,4.62685468052486,4.76539625760918,5.15529524498907
4.29784435104613,4.29571397357456,4.35651652806119,4.47274969079658,4.62323860651079,5.06021512409523
4.38922905526859,4.44520445904781,4.57462146226221,4.72510935304092,4.84790098535441,5.23393051900842
4.24048898694641,4.24974302273931,4.31626316790002,4.41680299504743,4.5712704740141,4.99898264208481
4.28504025806116,4.3314497542279,4.46124161724244,4.61372454838884,4.71954650023897,5.13089922231566
4.24105748697036,4.27239374913827,4.36946179646574,4.46407010106494,4.63073603636566,5.04816155441521
4.28585262146545,4.36056311962416,4.49437361860284,4.66597426630854,4.77353026477956,5.18145129676171
4.35429114145413,4.44158120851877,4.58654359823529,4.70730143780171,4.84700070528603,5.20343400827022
4.2306142168735,4.27626351614331,4.37039313151768,4.50356391992561,4.61555687624337,5.03427581020119
4.22887146591933,4.2661267410724,4.38436867727748,4.49160062114386,4.61195042340058,5.03010458704187
4.11675360404954,4.12153742997122,4.19512592026511,4.29553638754355,4.44371316918879,4.92431372730373
4.09109219347788,4.11099096065486,4.20205880578772,4.3351193786247,4.46354187445818,4.96426811813823
4.01720409925391,4.02513257311693,4.10080820485526,4.20954338728726,4.35877713342777,4.88948402369075
3.99145243258926,4.01571988927645,4.11103875184155,4.24896529073501,4.37936559379189,4.93441829604879
4.11188967719303,4.18816059342665,4.33782011363391,4.48001163581709,4.6267783312181,5.12972811027356
4.03515094984593,4.0923097419668,4.19829891740521,4.33528581909264,4.47765422909758,5.01684939632838
3.83179244585755,3.81881230754877,3.88120757258518,3.98438840655796,4.11100099601623,4.74045583117453
3.98700070621199,4.03839900211137,4.19655168922749,4.32759923748101,4.47492286886557,5.05426988681547
4.01899396677301,4.10359748816414,4.22750029611187,4.37540229950938,4.56343368793792,5.13413096577937
4.02509923189695,4.12394623007767,4.26215758270582,4.44866241527804,4.56112919537718,5.1266347389278
4.16460861137859,4.28082765107227,4.47120610675379,4.60975260914207,4.73867940813302,5.24263230587832
3.95515113166427,3.98276241124943,4.06442511304471,4.18150677325111,4.33578817311346,4.94696417688415
3.90483762998911,3.9201472259702,4.03000966341163,4.16458349058829,4.29372248702781,4.93604171189508
3.91420578348339,3.94158287989513,4.05576590566795,4.16988140075875,4.36365230412802,4.99774023720949
3.8916924282043,3.94338402214064,4.05499263147173,4.22798455042141,4.39987229137629,5.04391567768854
4.21948362863071,4.39327927895307,4.63332307697853,4.83816418541624,4.9952548612404,5.47790973390131
4.28812031285896,4.46024556257566,4.6570259359495,4.84088160776538,5.00982845064175,5.45086559786521
4.37273825735606,4.54087880055328,4.76059762040203,4.96066798298075,5.05890973034907,5.46810543966179
4.49642908145226,4.65168955877196,4.87397302376004,5.01984108788881,5.15643967940551,5.51720305442587
4.36358013132767,4.4441641222,4.57604100165022,4.72504345613926,4.85479510293143,5.29779665588852
4.53055562870838,4.65620949478444,4.85933749531819,5.02627748045017,5.13477046123818,5.51207444638315
4.66011073185972,4.80760758059103,5.0038778669607,5.15509060680378,5.3023832371385,5.63006015142378
4.94657186284576,5.17921853795822,5.44336228709791,5.66299242382684,5.73876460333314,5.95342257606944
5.12906688215326,5.36487890282627,5.61956902743684,5.7727140768762,5.85312152439042,5.98248919726414
5.3953931269961,5.6647988401749,5.94869901749977,6.13024450153815,6.14777334132057,6.19417012527531
5.64026691772785,5.90775548651636,6.17553261640522,6.29939001240017,6.33523667715075,6.29377146681412
5.8143305169511,6.06359669837086,6.29941630909543,6.4334293192455,6.42127606801104,6.33862647094297
5.83664134731429,6.00146033226371,6.16519761227138,6.21857116786263,6.21735397423752,6.13894784923944
5.77484631036124,5.85670138916844,5.94990803297721,5.98135189988161,5.97215285802257,5.95866573885495
5.74098652128529,5.77351141972162,5.82266099738031,5.82981960602289,5.85276438153122,5.87671329487688
5.89849145776991,5.97934969532285,6.06318407880765,6.120087209312,6.13516736617834,6.11264973945525
5.84813575111235,5.89221087226011,5.91406658854727,5.93857215101078,5.96562356691408,5.95715464243875
5.81607253598886,5.83659147190016,5.86364126475724,5.89392611524841,5.87527193681323,5.88517201690398
5.82325517816768,5.82524300718338,5.84542231404027,5.83332440774298,5.86592691217451,5.87382240301644
5.68920810754387,5.6523560760532,5.61747769740734,5.62976232628619,5.65872577883769,5.73835304752575
5.68398980434597,5.65895627563342,5.65311433183213,5.66643762800505,5.6906815986475,5.76131054758372
5.68834727594829,5.67671026711219,5.67494724441168,5.69151641300406,5.73605634260609,5.80057381787292
5.88025688137802,5.95168866127806,6.0216752262816,6.0904450827384,6.10911648855091,6.08876907587294
6.04120916505228,6.15296855002734,6.24308377886814,6.30030987933066,6.31592583034047,6.20855422160427
5.86170495490183,5.88088086162691,5.88386273590542,5.89811013590515,5.88560553893469,5.85300604064565
5.91097171322197,5.92476177857512,5.97036969571691,5.97369219616739,5.95527373248857,5.91318978714089
5.90751793994955,5.90961568911263,5.91528042081743,5.90703989282384,5.94923359880664,5.92681777088033
5.979222081353,6.02412065171057,6.05573739635664,6.11073241902836,6.09942012015726,6.05236345458602
6.13600467741325,6.21998018556178,6.29154586446855,6.31168278452659,6.30809529811704,6.16933902021447
6.33017941410069,6.45746248321826,6.55831364051161,6.60515380824283,6.57307738824032,6.36010410741885
6.27612137202837,6.34014810591518,6.36914742390478,6.36131130608418,6.33359538680092,6.13965160569713
6.13095745373664,6.11383972893403,6.09253009128607,6.06323102663842,6.01195558755736,5.89938592899812
6.09757080368477,6.05297876296325,6.02075654152861,5.9683124385212,5.96527010559284,5.88322407265529
5.96826997288843,5.89584630067707,5.81422793123363,5.78624566793326,5.79863525900516,5.78903937236701
5.76846702511537,5.65334868603917,5.54294885183334,5.5065755577047,5.51139485920779,5.57297904638389
5.64847143929567,5.52347195045262,5.42889421356209,5.38717406429308,5.41138433687402,5.51540220505357
5.63346634791447,5.55001926484158,5.48392620143789,5.47453510486288,5.52438780931437,5.63101624695065
5.55608914793046,5.49000476916486,5.42409376761594,5.43522848857131,5.48071405426846,5.59824615832596
5.76156596844664,5.79782272365777,5.84424218186589,5.89831890455896,5.91078570557345,5.91917675367764
5.63603812751023,5.62292432549869,5.59767948519254,5.59605770744995,5.64620314842958,5.68512979353926
5.57991273457447,5.56020308286148,5.55877376139884,5.5934196675656,5.57942220779364,5.64836227001802
5.60876705387703,5.59327001554644,5.60348573220547,5.5885128105044,5.64319484025746,5.68786161966916
5.47488487570717,5.43424625128793,5.39552797598246,5.42565336300765,5.46001420903002,5.57488397577691
5.39037856720794,5.33689784210538,5.30941667372121,5.31493821806462,5.3469448858416,5.47586080413356
5.37179945455033,5.33211672516655,5.32259621177596,5.33722911391642,5.38637919260056,5.52366894440927
5.47177332641983,5.49253618165014,5.52410292493757,5.57641735797795,5.62711236022954,5.71719630960137
5.41446581847483,5.42361454815197,5.43140449815235,5.47087497088176,5.5145562855036,5.60877227958899
5.40505737380834,5.41287889274327,5.44359636673236,5.48135329740848,5.49832815918847,5.58890530684161
5.31375415237366,5.28473567382307,5.28138352060946,5.2827120210071,5.34094367114279,5.4665162219378
5.36858704035753,5.37923528704128,5.41071396925917,5.46739170757199,5.50283565148479,5.61677469390547
5.22079281547295,5.18350244443459,5.15736658353728,5.16606183558169,5.23522161573562,5.39259671454791
5.16884399908323,5.13601512417301,5.13783255898248,5.18594421501001,5.21129488214198,5.39395706827519
5.10041387043378,5.05195577762478,5.0407573304902,5.04341956798926,5.1290677683652,5.32630420005016
4.96032831755569,4.89907744374991,4.8665891821296,4.91393209957836,4.97522693699048,5.23649311160184
4.97713477474882,4.94834329194,4.96410226492589,5.00311785890519,5.07739302288737,5.31098904243969
4.88386421088882,4.84857724439843,4.84180049207592,4.88776183518645,4.97487188442939,5.24100887484826
4.97378661388605,4.99836836644283,5.05628064855799,5.13919751906353,5.20240868636809,5.421552441852
5.0191091393538,5.06313374157174,5.12695117921067,5.19228861384277,5.2773392063224,5.46197078696646
5.01349053738004,5.05872153219776,5.12337058543965,5.20858222287146,5.25699887364426,5.44401338428552
4.93561376597369,4.9407115155984,4.98269238186148,5.02208047306374,5.0860051456303,5.29570172800972
4.70116617875669,4.63031195042716,4.60585522857234,4.63049456864401,4.70276391449152,5.02315608416122
4.75638546139157,4.73416756464451,4.77180125645269,4.83093120546306,4.91374772390577,5.2176214535143
4.69091497324228,4.67123561077397,4.67994488245666,4.73701634686715,4.85674003138237,5.17809908839365
4.67861461279382,4.68719624036676,4.73031409399928,4.82885842820045,4.89467994470785,5.21291356414488
4.62267991421795,4.61333406044472,4.65407259171044,4.6985902336267,4.79956463246099,5.12169105661844
4.58065034777112,4.57897337360469,4.62052771538758,4.70515471936073,4.79010272949264,5.14392885455355
4.69942074354454,4.75172266292328,4.84473754384123,4.93756788586364,5.03692920978724,5.33450691965941
4.72146527758382,4.78536484756195,4.87111342748431,4.97581041701624,5.0654058587108,5.35222566057088
4.54104434536185,4.53528668334495,4.56800886778087,4.62914398053302,4.70654345787461,5.06332064071561
4.39915894353058,4.34702234950304,4.36905099156732,4.41149951446762,4.50144684158407,4.93199625391174
4.46468157450753,4.46153682921698,4.5218200736501,4.60090085905891,4.72638334504964,5.14729820151467
4.39228826012433,4.39583696945804,4.42573967328149,4.52535486080432,4.65374648318488,5.10280343405513
4.59239954101467,4.6865381497169,4.82524070288349,4.96991880457769,5.04669256692817,5.40614999518531
4.56539936210049,4.62880029032752,4.72589804955338,4.80599398020531,4.92756976065126,5.29456105015905
4.41749782536238,4.43078948425859,4.48906333129453,4.59098491002824,4.66185548123073,5.12063204160242
4.51491969461085,4.55563574937684,4.66828414445136,4.74468419627876,4.85230386214542,5.28459752404714
4.4100231464754,4.42215119069638,4.46996685402659,4.56238840343657,4.69126435822892,5.20213823730002
4.59173532405,4.68680910296003,4.82618936360225,4.97253240110581,5.05269589356377,5.49770657092402
4.75713825443831,4.88856453584334,5.05041753064496,5.16452400521919,5.280566738376,5.66598939625305
4.65730310419832,4.73526563732566,4.83358766887997,4.9509952878628,5.02567693566613,5.47100176916312
4.74403343343177,4.82847026861879,4.96983818318267,5.06125059312793,5.13105224049348,5.56057841959326
4.7375522752783,4.79726510996958,4.89495972727548,4.97466808855875,5.09124672471262,5.55859607067753
4.7160761941756,4.76922803484454,4.85191580418442,4.9647935184502,5.05241544403707,5.54680844141247
5.02193460975612,5.17285089935675,5.36133237079077,5.49335120792901,5.57933488984844,5.96120546726068
5.07497229893496,5.208506659563,5.34638203507119,5.46178638687373,5.56748813779266,5.93197598462467
4.96661312650759,5.03393238290962,5.1269202707149,5.22861481422308,5.27598060519925,5.69226681374853
5.13560049356548,5.23285907121639,5.38381113876534,5.46102150737222,5.53921076495754,5.90899546720563
5.03897511423316,5.07735212688823,5.13538646800572,5.20681996663975,5.33059649148067,5.7422171761436
5.39130515802916,5.56045849594215,5.75450607274977,5.92219531277415,5.97500296984222,6.25743862831541
5.69861673314751,5.92480345289651,6.14894516948925,6.27660961092159,6.39346557388512,6.54320299981039
5.89050069141651,6.1289115636318,6.35534011533998,6.54132282876871,6.56813417983779,6.6373847091674
6.2328986564381,6.50888775249692,6.79690703939393,6.93476240120139,6.9702171933134,6.90590595415074
6.22738499910566,6.40538750865706,6.58144160545221,6.67512498222077,6.69907531971006,6.63897120315757
6.5662229579866,6.80685372330726,7.06148352951113,7.202989379369,7.18030359140544,6.99951917838571
6.91616899505387,7.19507706239435,7.46753949046793,7.58170896102115,7.60823674442202,7.28247053867094
7.4102909776968,7.79221749712931,8.14739337578263,8.34715725216532,8.29653317806766,7.77932956127361
8.00573444431879,8.48749403030899,8.9361882231583,9.1020217700292,9.04698542717191,8.29227995958409
8.52797871513031,9.04024173013712,9.48820171218649,9.66382797858864,9.53691334412664,8.58312624695367
8.96135011352116,9.4514216628234,9.85005010178362,9.95612162739538,9.78391406302202,8.67144295766846
9.23395910369589,9.63173568450695,9.92072763927229,9.94647080138356,9.73005175402789,8.52881307564215
9.5905317631961,9.94032315123374,10.1885079245431,10.1627197987807,9.92659879382877,8.61549380187596
9.67372008206437,9.88357474271191,9.9741998773797,9.85000490972672,9.59558219662685,8.27337661036051
9.59924470189767,9.66627312599511,9.61098658919982,9.41485893424982,9.09463929845952,7.82783238703635
9.63396725849445,9.6391502146677,9.52043131945753,9.26983215853953,8.96361333454095,7.71048609519617
9.78882221239363,9.80117445871164,9.66535498020618,9.44414089832507,9.15328621035805,7.84758676835344
10.0155884760584,10.0715918827927,9.96689593422414,9.76865663973692,9.46855194956574,8.0899157858459
9.94932491661775,9.92185217641766,9.73360182377644,9.46155895849561,9.13384470013342,7.79431665704686
9.89462994365159,9.80573378996241,9.57499232964567,9.26787635236848,8.92406917359624,7.6164709022253
9.76145333970512,9.59294603261149,9.27232566877212,8.91285621395551,8.61171429455812,7.36174245270915
9.70651213984038,9.53158508928812,9.19015777968737,8.87479802614964,8.55844591923718,7.32810070939432
9.83105200595365,9.7168181602735,9.44715890693607,9.1628764709567,8.86341304445594,7.60078686218715
9.85722260958742,9.74641031290395,9.48076811336064,9.21175089628195,8.90483102026415,7.63368441354048
9.56757959758065,9.34659772202614,8.97318618049376,8.6331763505299,8.3049224818277,7.14382078019402
9.29589133787178,9.00098079741979,8.58437167029461,8.19703712373702,7.87177092886776,6.82603382039113
9.25032625213746,8.9820029481996,8.59913648083625,8.24177892461132,7.9831145735207,6.95540989521628
9.36775275700085,9.19770050608656,8.90018100007758,8.64244089393839,8.39973785127429,7.31853119496802
9.4458136606348,9.35279596450126,9.10726669168546,8.87772853727445,8.6257028007211,7.51489295330577
9.37420218537322,9.26142849412495,9.00713150370671,8.74872891557789,8.47678624590523,7.39489227763564
9.75352321717391,9.77502552385332,9.67750013270715,9.50227511994453,9.24282350391741,8.03837265211204
9.3352051312382,9.14944308341737,8.81061981693283,8.48347447629535,8.25401372210142,7.18006570027617
8.99999993947243,8.72572908021675,8.34101704824171,8.03549759295078,7.68329605261891,6.74882067030216
8.88928096441144,8.59875507178007,8.22230219236197,7.8351016030917,7.62747749851217,6.75980841931788
8.81567656762183,8.56139099710818,8.18073488626133,7.93932381544853,7.71796254917212,6.84696252575892
9.01262440539559,8.90784307144136,8.691158870701,8.49354568399157,8.27719598477629,7.34006100107892
8.96994421028944,8.86762689855722,8.65103762347399,8.43242875783322,8.20970974012214,7.28840987050255
9.05930068504424,9.00147363103417,8.84034310843922,8.648148105836,8.40335261415312,7.4594477958591
8.98581073030573,8.88466997171159,8.67482333862096,8.42924068809013,8.22037940162943,7.30377614021539
8.94338665876923,8.83479229547735,8.61165206345997,8.40023048465369,8.15737464299909,7.25659858938139
8.9638670713381,8.86283956303846,8.65836788916926,8.42482035205889,8.216527893243,7.31143329599363
8.74965952122364,8.57250334877496,8.28176567263343,8.03063974579401,7.80677401885425,6.97560789131339
8.52133752211832,8.29022939383508,7.96458448369315,7.68741389614978,7.45305910615408,6.71400014682656
8.38720172317219,8.1455936043752,7.81916006293787,7.54434944005613,7.34619111944341,6.65596448044545
8.1788623905814,7.91379286403758,7.55768310120585,7.29428842421897,7.11784704792247,6.48701732334258
8.17621436458139,7.98348785009523,7.71043572261982,7.50362780502902,7.3289806108887,6.68972994463048
8.12163005328296,7.9537186183469,7.70688517974423,7.49562857696407,7.35624925042205,6.72768730514555
8.11931769251072,7.99613805895088,7.79152170452683,7.6325086654264,7.46840122383034,6.83662752287553
8.15726980155296,8.07183575341098,7.91139311843866,7.75038468485998,7.60761697867894,6.95928859097523
8.1592775685192,8.08685421349571,7.93262469193217,7.79471137165056,7.64123012259466,6.98454548074623
8.17555509816934,8.11482939663922,7.98104698422631,7.83817160292065,7.68588409120649,7.02239427799638
8.07599223705787,7.97725085326904,7.80873942762723,7.64245771687092,7.48750576236774,6.85795928961081
7.75427033823389,7.54908764173594,7.28116608128544,7.05779902512729,6.89394291428166,6.38053182116974
7.6928068198135,7.51018220545443,7.27617876560686,7.08373933512198,6.93489872633961,6.44353994355489
7.61091746622031,7.43554946837872,7.19527631971246,7.00801687164643,6.91525325943365,6.43454103946115
7.80995640632467,7.7630484779978,7.64779621795209,7.57481702519563,7.45237532812525,6.89096995998121
8.00864477097527,8.03770284671302,8.00625161303201,7.92807263779957,7.83273941161545,7.20154202805171
7.72188678329313,7.63435998399583,7.47492524874291,7.34265242036822,7.18873906363409,6.6602353010951
7.46286454725892,7.298150511204,7.08667294484561,6.88809938290129,6.72540054090281,6.30572749470265
7.50307269210234,7.36438426358212,7.18589607085128,7.01444353529219,6.92158588978747,6.47816668404574
7.42269268870667,7.2824918469113,7.07927729567158,6.94944291477063,6.86487407198337,6.42641986750266
7.44760279777194,7.37078476848449,7.2401755538112,7.15055754044205,7.0247893410568,6.58031388449646
7.28384538191154,7.1626238566431,6.9948553161642,6.83510450094288,6.74107357238504,6.36196371702051
7.1260794198692,6.97372543858186,6.77454181376174,6.63456791321675,6.52170137502262,6.19074382660339
7.1312493771383,7.01287451197993,6.8584670866786,6.72632905625619,6.65398595550707,6.32330428899246
7.13914770930766,7.05098636228655,6.9204383211446,6.83483907270579,6.76047487421259,6.41607892995809
6.87291709711721,6.72164182973962,6.52313545904106,6.38894533527884,6.30543824353231,6.0526713439363
6.62525864265414,6.42925894819595,6.20443678795216,6.0458254644658,5.95477019474488,5.79429701894684
6.49815272748359,6.29748348074663,6.07745436335541,5.91904362373338,5.88201560643311,5.76551638000486
6.59064996024675,6.47665758539376,6.34486000698544,6.28973105440052,6.25873228093338,6.0989405246435
6.66772783511151,6.62816201639844,6.56521767269085,6.5398375508068,6.51610411056907,6.3291718865042
6.19552623724492,6.02272048663281,5.8066108012908,5.68780263262276,5.63530109907056,5.6100964540554
6.20885759643005,6.08544378543642,5.97220122435406,5.88474906475848,5.83441026019505,5.82383449081096
6.03663864703309,5.85946636978581,5.68233110869285,5.55584550227667,5.60352555748094,5.63844029005175
6.09124207193759,6.00987076411204,5.91635423801335,5.94314929540434,5.90902552923174,5.9120546665977
6.107062154037,6.06931660409232,6.03296935123201,5.99508119399008,6.03041915294856,6.04738368157898
5.86537547271144,5.76286118929026,5.64643942138382,5.62036605066339,5.60308406699136,5.68951909164538
5.66121540431063,5.52361435905466,5.3900403112225,5.30790875131538,5.32243493885426,5.48828077743988
5.71294445971386,5.62104516307766,5.55366178605702,5.53428254017003,5.5707130149374,5.71330781270291
5.5618956545363,5.45274426692709,5.34782797285431,5.32817048480285,5.38110094467377,5.5712030073219
5.64782495283729,5.62859199763953,5.62921145028079,5.67996219254487,5.69748447243973,5.86098291996031
5.51472018001078,5.45887709582439,5.41720794613715,5.39705214584842,5.4699063543213,5.68853571432757
5.34985367898699,5.26585667998087,5.1937194565028,5.20956792401524,5.23048366435067,5.49262353534932
5.37234696933225,5.32602543072085,5.31124726401333,5.30960675887218,5.38737583510099,5.6510745576499
5.56030719707808,5.5918116781874,5.66082911850786,5.75046649608708,5.82542248638043,6.01542038778893
5.3386935565117,5.31172973567722,5.28380780133186,5.32084052388316,5.38691004448873,5.65613442595492
5.1818340207255,5.1320067820916,5.10048606070615,5.12571464036116,5.15253376113636,5.47463555611056
5.07685708195726,4.98888962488898,4.93909989477516,4.90869361506066,5.01372689203632,5.37056149878312
4.92558653992143,4.81232489672881,4.72928190242069,4.75884958814942,4.83554065739662,5.22112571867409
4.96075050668317,4.92023991196936,4.92069302890453,4.97428050622962,5.07023265589038,5.45082756180446
5.08248681880757,5.10911330129784,5.18579602289346,5.28103146222811,5.3911237175893,5.73291244167148
5.02099555018176,5.04067190219357,5.09199500611933,5.18457820789078,5.28366285221129,5.64446954224938
4.81238459908717,4.77980872669518,4.77200920598634,4.82690566215504,4.90345955385614,5.33137613445706
4.87516522372168,4.8745121307257,4.92899211845513,4.99106711720582,5.10041521713897,5.51319564596126
4.98811237947249,5.02327023505884,5.11447697478176,5.21791616568,5.35257658723882,5.72038711183883
5.1203638302717,5.22142574203081,5.36563496790009,5.52770631375765,5.62239069532048,5.95405778603254
4.87251950561493,4.89215914683734,4.9238678585821,4.99491065227093,5.08431002373116,5.50623108734679
4.88791331117161,4.90900464222302,4.97999737982979,5.06010027128743,5.13779334555868,5.55932732127091
4.80760149517478,4.78125992095086,4.80134124183214,4.83531800549651,4.97672191852613,5.42173679741885
4.86009050780529,4.8803415138293,4.94804372592549,5.07702261534972,5.15779625846167,5.577940264945
5.0396255779493,5.13748187960567,5.28763542036961,5.40248346718848,5.53044968081925,5.91753919681055
4.9377241042456,4.98839562917579,5.06598656784499,5.18103656259685,5.26998343993903,5.6831265451859
4.73049470617519,4.7195108281033,4.72654239026408,4.77996742070453,4.86030499221876,5.35029569238176
4.67746425918262,4.6440086866381,4.65728708188399,4.69691318613921,4.80317634633485,5.31193307776347
4.66921723965661,4.63770628778878,4.66030256186111,4.72610134939436,4.85367392788382,5.35930461833034
4.58490406915837,4.56122904389113,4.57653921660562,4.6682467812134,4.77441696920415,5.30751598028678
4.39966647534122,4.34818757520532,4.32934010812168,4.38231928652656,4.49162764774486,5.09694694025194
4.36340985951709,4.31877080397263,4.33338059355793,4.3942111346055,4.52456453718206,5.14278106967312
4.3722300727808,4.34901118389011,4.39044994248112,4.4768448060907,4.63566335157302,5.24663028070611
4.28761191359469,4.27386127794374,4.30768624893611,4.42088343757109,4.55640639289335,5.19484164266255
4.30232351185628,4.32551829547265,4.40520393236345,4.52166666445251,4.66347653150668,5.31168151394047
4.40694193232558,4.46682276733712,4.59701659671608,4.73419239427985,4.89889311604238,5.51345103832668
4.32649626013383,4.36389362603918,4.45089345872645,4.58725039019025,4.73786347392936,5.37358112589797
4.21893296991934,4.23660282988444,4.30468712127619,4.42352732223142,4.5540944674348,5.23217380232356
4.20427768701828,4.21645821677704,4.29777020307354,4.39839929427741,4.56068123401087,5.24640432782572
4.09021842345716,4.06926382451287,4.11006674616846,4.21652667092237,4.38094090329393,5.09200634400638
0.0661616063517911,0.187831949627611,0.329359040511458,0.434890244959196,0.512645342468077,0.875225836489545
